Ticker,Debt/Capital Last Year (%),% Assets in Top 10 Holdings,3-year Annualized Return vs. S&P500,Outperform / Underperform
AOFYX,29.73,32.41,18.49,1
ECCVX,43.82,11.35,-7.4300000000000015,0
GBSPX,30.45,30.2,-4.340000000000002,0
PZISX,40.8,32.08,-8.84,0
LVOPX,39.31,19.9,-4.170000000000001,0
RGWCX,39.7,46.32,2.49,1
GSMYX,35.32,18.49,13.79,1
RLISX,45.23,21.16,-2.8100000000000005,0
FMEIX,40.61,11.6,-2.67,0
EICIX,45.3,34.51,-6.3100000000000005,0
JMVCX,42.24,27.94,-9.84,0
AUIYX,48.83,40.45,-5.8500000000000005,0
RCKSX,46.95,43.89,-4.420000000000001,0
PMVAX,43.61,23.11,10.38,1
SBLYX,43.58,44.3,5.880000000000003,1
FDECX,50.9,37.79,-5.710000000000001,0
JVACX,46.38,20.16,-9.46,0
MFEGX,40.32,43.55,8.099999999999998,1
ADRRX,44.59,47.66,3.26,1
KCSVX,42.04,14.85,-5.8500000000000005,0
PCBIX,53.61,29.55,2.6099999999999994,1
TSFIX,42.22,44.26,-4.08,0
LBDRX,47.34,31.14,-9.43,0
FZAGX,48.13,22.54,-6.82,0
LVOYX,39.31,19.9,-3.2300000000000004,0
FZACX,43.21,31.22,2.4699999999999993,1
SAMVX,38.44,34.98,-5.7700000000000005,0
NVLIX,44.35,47.13,8.91,1
CDIRX,48.58,26.47,-3.65,0
FALAX,50.88,37.56,-3.6700000000000013,0
SUSIX,44.96,31.82,3.67,1
CMLIX,43.72,45.62,7.09,1
SINOX,51.22,34.04,-7.620000000000001,0
KLCSX,38.61,32.51,6.969999999999999,1
DLCEX,46.82,24.89,-2.1700000000000017,0
IYVCX,47.31,33.44,-9.33,0
BFTUX,33.46,41.05,12.56,1
GFVIX,46.84,36.77,-4.25,0
LBSAX,48.58,26.47,-3.1300000000000012,0
IEDAX,47.02,25.55,-6.73,0
ATGYX,53.6,18.76,-3.660000000000001,0
PMCKX,46.0,22.88,-10.13,0
IHSVX,34.38,16.59,15.330000000000002,1
FTRNX,43.11,42.72,10.73,1
SSSFX,52.68,51.45,-5.380000000000001,0
GFAFX,41.62,35.89,6.549999999999998,1
CSVRX,31.89,10.49,-8.780000000000001,0
TGDFX,49.99,36.91,-8.07,0
TILPX,37.88,44.31,10.009999999999998,1
AMREX,25.51,59.15,-23.520000000000003,0
PGORX,45.06,50.33,9.75,1
PHASX,36.97,17.86,5.099999999999998,1
AGSCX,33.58,27.1,15.38,1
ARSIX,42.2,33.35,-4.500000000000001,0
TEGAX,45.43,25.55,5.57,1
JVTAX,34.17,19.87,4.690000000000001,1
OTCJX,39.89,23.0,9.16,1
FAFGX,41.62,35.89,7.07,1
NMVZX,27.26,46.29,-2.290000000000001,0
GGOUX,44.24,21.52,9.29,1
HIGRX,48.21,36.09,-4.75,0
HAITX,44.68,31.6,3.3699999999999988,1
POLRX,37.69,58.11,9.849999999999998,1
ALVSX,40.99,40.88,-6.19,0
RDCCX,47.62,23.52,-11.19,0
CVFCX,48.71,32.79,-7.86,0
FGIUX,50.44,37.08,-6.09,0
GILGX,45.12,25.18,2.5599999999999987,1
LSHUX,19.57,89.05,-2.6500000000000004,0
MSGAX,39.06,23.61,3.93,1
URISX,48.99,17.28,-6.65,0
LMCYX,44.93,18.35,-8.21,0
CHCLX,34.76,18.03,12.04,1
DDVCX,47.8,31.38,-9.95,0
RPFFX,30.08,26.91,-2.670000000000001,0
ESPRX,35.09,25.01,-6.2700000000000005,0
CVQTX,47.62,23.52,-9.68,0
NRINX,49.47,27.7,2.7399999999999984,1
ACLWX,38.81,23.04,10.9,1
NWCCX,44.35,47.13,6.709999999999997,1
FFMGX,39.78,20.59,11.75,1
LDFOX,47.85,22.34,-7.0,0
ELGAX,38.75,41.53,8.479999999999997,1
SVFDX,53.57,52.88,-4.32,0
CMLAX,48.98,23.07,-4.78,0
GAGVX,46.21,39.03,2.8999999999999986,1
TWCCX,42.76,52.32,10.46,1
IRVAX,44.87,25.36,-7.4700000000000015,0
ABVAX,45.8,33.03,-11.5,0
FEAMX,45.53,56.46,-13.16,0
TDFAX,44.63,32.97,-12.28,0
TBDCX,41.32,44.18,6.199999999999998,1
TWMTX,41.25,43.64,10.57,1
PWCIX,44.91,29.52,2.8199999999999985,1
MBGFX,38.89,42.18,5.419999999999997,1
IRTCX,50.29,27.9,-8.540000000000001,0
MAGKX,34.77,15.91,6.73,1
MVCCX,43.82,11.35,-7.340000000000002,0
NFECX,41.34,46.3,6.899999999999999,1
NGDAX,38.26,31.64,5.9899999999999975,1
MRVIX,44.05,18.89,-10.46,0
EFCNX,41.75,40.42,10.91,1
SSCCX,42.43,20.47,-4.0600000000000005,0
REBYX,38.21,9.71,-3.070000000000001,0
ABSZX,41.03,15.39,-9.0,0
JGTUX,43.23,37.27,14.259999999999998,1
ELGCX,38.75,41.53,6.850000000000001,1
LFMGX,25.26,25.0,27.36,1
SKSIX,37.99,20.55,-8.030000000000001,0
ACLMX,41.78,20.62,-5.880000000000001,0
BWNYX,37.18,41.49,-8.3,0
STRMX,46.91,35.51,-6.8500000000000005,0
GCVAX,42.68,18.08,-9.36,0
PMVFX,41.96,10.63,-14.53,0
PGIOX,52.34,40.43,-5.330000000000001,0
PSGKX,34.71,8.87,9.44,1
OMCIX,34.28,28.2,4.0299999999999985,1
KSCYX,27.96,84.32,-2.84,0
DFTPX,38.76,6.32,-7.940000000000001,0
FCLKX,50.92,38.18,-2.8000000000000007,0
PQUAX,35.34,30.51,8.45,1
TOECX,45.43,25.55,3.809999999999999,1
JUEZX,46.67,40.08,2.3599999999999994,1
AFOYX,50.47,50.54,-6.340000000000002,0
SSCYX,42.43,20.47,-2.930000000000001,0
MIGMX,42.15,42.39,4.769999999999998,1
HRAUX,37.08,21.92,7.27,1
OANMX,49.08,32.11,-5.260000000000002,0
PESAX,43.65,19.96,-7.4300000000000015,0
FXAIX,45.61,26.89,2.0600000000000005,1
LMGAX,42.42,19.25,8.779999999999998,1
AASOX,32.56,33.64,18.35,1
CUSAX,31.31,18.51,5.8900000000000015,1
CTASX,31.86,23.45,16.09,1
HQIIX,46.06,27.81,-5.790000000000001,0
BKMFX,35.74,24.85,-3.0800000000000014,0
SGNFX,36.45,24.74,27.19,1
SBQUX,42.96,40.95,-11.28,0
CWMCX,46.39,30.64,-4.790000000000001,0
RPRCX,30.08,26.91,-4.380000000000001,0
GMAPX,37.57,7.52,-3.160000000000001,0
TLVAX,41.11,43.47,-4.010000000000002,0
COHOX,51.79,40.86,-5.120000000000001,0
WAMVX,24.33,18.08,9.45,1
LMASX,43.68,17.12,-5.800000000000002,0
CCMSX,42.43,35.33,-9.03,0
STRAX,51.25,19.08,-9.83,0
MISCX,35.13,11.34,2.390000000000001,1
JVSCX,39.25,25.77,-9.57,0
GACPX,38.04,49.21,9.139999999999997,1
CAMOX,44.66,31.14,-2.5200000000000005,0
IVORX,49.91,29.95,-4.36,0
PNORX,48.28,35.23,5.610000000000001,1
CBMAX,39.59,28.61,-6.490000000000001,0
WFPAX,43.31,27.55,-6.07,0
FACEX,44.05,50.22,7.5,1
GCVIX,42.68,18.08,-8.610000000000001,0
CWMAX,46.39,30.64,-3.2700000000000005,0
FUNCX,44.99,48.13,3.9700000000000006,1
CDDRX,48.58,26.47,-2.45,0
CRBYX,34.61,15.81,3.9,1
WFSAX,39.82,14.14,3.139999999999999,1
HAGCX,37.08,21.92,4.889999999999999,1
TQMVX,49.64,18.31,-8.8,0
SLADX,35.13,52.64,-3.940000000000001,0
WWLAX,39.85,28.91,-5.950000000000001,0
ICISX,43.44,13.39,-6.400000000000001,0
PEGZX,37.54,20.93,8.8,1
NYVRX,35.06,53.73,-5.0200000000000005,0
APGYX,33.09,46.37,8.629999999999999,1
TVLIX,46.62,30.8,-5.61,0
BUISX,36.64,23.6,21.07,1
JHCPX,38.25,43.94,12.86,1
VSMVX,39.26,7.68,-4.530000000000001,0
DSGCX,35.24,9.3,4.629999999999999,1
VSPVX,47.56,18.13,-5.330000000000001,0
TGUNX,45.27,59.34,7.289999999999999,1
CDIVX,46.43,18.91,-7.37,0
COVAX,43.46,13.42,-6.880000000000001,0
HMDYX,40.51,19.31,3.140000000000001,1
LMREX,46.84,23.72,-2.0500000000000007,0
NBGEX,29.3,21.86,2.91,1
VFGCX,31.9,47.68,3.4000000000000004,1
LMCCX,44.93,18.35,-10.24,0
TEGIX,45.43,25.55,6.2399999999999975,1
FCVAX,41.03,19.68,-6.080000000000001,0
GSLIX,45.96,23.48,-6.5600000000000005,0
DHLCX,45.86,31.69,-5.91,0
PMPRX,40.77,13.97,-6.2200000000000015,0
CHTTX,36.8,35.28,-12.49,0
GGQPX,44.24,21.52,9.96,1
MSEIX,33.01,14.31,7.93,1
JGAVX,46.29,21.31,-6.050000000000002,0
MLULX,41.79,20.83,-8.440000000000001,0
ECSMX,32.87,22.4,-2.500000000000001,0
NDXKX,41.09,52.45,12.81,1
HGOIX,44.18,40.21,14.5,1
FISUX,37.96,19.7,-11.25,0
RESGX,41.41,21.88,-3.62,0
MNNCX,44.85,28.49,-6.920000000000003,0
PNECX,48.67,31.55,-11.62,0
FLCGX,42.49,27.17,-12.37,0
EKJAX,36.22,39.37,8.7,1
HNASX,36.03,48.89,8.169999999999998,1
LRSTX,41.39,20.79,-8.5,0
ABSIX,41.03,15.39,-9.19,0
UBVTX,48.95,29.14,-8.430000000000001,0
IVOCX,49.91,29.95,-5.24,0
WFSMX,40.92,21.7,-6.5600000000000005,0
LRSSX,41.39,20.79,-9.03,0
SVOAX,45.24,22.18,-6.370000000000001,0
GGOCX,44.24,21.52,6.91,1
EQNSX,45.21,33.97,-4.69,0
GEQAX,48.58,26.47,-3.120000000000001,0
WFHHX,43.31,27.55,-6.58,0
IPETX,47.03,25.56,-6.570000000000001,0
FTXNX,41.97,24.83,11.32,1
DFSTX,36.76,3.97,-3.940000000000001,0
FOSCX,31.28,23.81,-7.380000000000001,0
NEIMX,38.57,32.62,-10.62,0
MSKLX,37.12,44.11,43.75999999999999,1
IWIRX,36.2,37.02,2.9999999999999982,1
ATIAX,59.77,59.42,-6.280000000000001,0
MIGNX,42.15,42.39,7.149999999999999,1
TETIX,32.86,35.83,-8.46,0
MDVNX,48.45,23.98,-8.950000000000003,0
GQURX,41.83,98.98,3.3499999999999983,1
NSCFX,34.41,28.72,-9.43,0
PUMYX,35.34,30.51,8.929999999999996,1
IYSAX,41.94,29.91,-4.960000000000001,0
HDGFX,46.77,29.96,-3.21,0
PQMZX,41.14,30.2,-11.36,0
JVAYX,46.38,20.16,-7.4300000000000015,0
DHLRX,45.86,31.69,-3.7600000000000007,0
WLGYX,41.39,50.72,7.369999999999997,1
CVACX,44.66,37.18,-3.7200000000000006,0
DWOCX,39.71,46.16,8.479999999999997,1
GTLIX,42.32,17.9,-5.07,0
TRLGX,36.92,48.46,9.59,1
SSGFX,46.92,54.8,7.18,1
JTUAX,40.14,8.52,-2.420000000000001,0
ARTSX,33.12,38.44,19.46,1
STCZX,46.27,51.14,8.02,1
HSMTX,40.27,19.35,-5.800000000000002,0
HULIX,52.58,80.9,-6.050000000000002,0
VRVIX,44.71,16.57,-5.6800000000000015,0
ATHWX,38.86,23.19,8.41,1
BADIX,53.55,26.79,-6.5600000000000005,0
MAVFX,47.87,44.4,-4.2200000000000015,0
FIDFX,37.42,37.19,-9.79,0
SZCCX,42.89,24.53,-5.36,0
VSORX,31.18,15.2,-4.110000000000001,0
RGAGX,41.62,35.89,7.3599999999999985,1
RPMGX,43.55,20.33,3.85,1
BMSBX,40.47,16.5,-5.580000000000001,0
WFDSX,33.41,21.8,14.670000000000002,1
LMOIX,39.97,25.79,13.659999999999995,1
IDAIX,47.12,17.58,-2.6100000000000008,0
AEYCX,49.45,24.36,-3.75,0
FEIFX,50.01,29.77,-4.45,0
BRUMX,46.17,20.55,-7.36,0
VSSLX,40.87,8.45,-2.7200000000000006,0
ASGTX,32.35,34.88,4.249999999999998,1
OFAFX,47.28,19.38,-3.5700000000000003,0
VTSMX,44.62,22.34,2.4899999999999984,1
CDOYX,51.22,31.4,-6.150000000000001,0
SSVRX,39.69,28.48,-7.41,0
JAGRX,43.04,49.44,7.52,1
FLUTX,48.73,20.85,-7.800000000000002,0
AGRDX,40.35,53.59,9.099999999999998,1
WISGX,32.94,21.78,16.599999999999998,1
IYVLX,47.31,33.44,-8.440000000000001,0
BMVGX,44.05,18.89,-10.14,0
PJIAX,45.78,40.12,-11.37,0
PGIEX,52.34,40.43,-6.370000000000001,0
OPMCX,41.03,21.04,-5.420000000000001,0
DTLVX,45.93,30.78,-10.21,0
HIASX,34.37,16.66,15.61,1
TGFRX,43.92,71.38,2.6999999999999997,1
YCGEX,47.5,42.93,2.1899999999999995,1
HDCEX,51.36,28.98,-9.06,0
PQJCX,42.56,16.0,4.43,1
LGORX,42.42,19.25,8.239999999999998,1
IVPSX,41.14,12.03,-5.29,0
EICCX,45.3,34.51,-8.360000000000001,0
LVOVX,39.31,19.9,-3.0400000000000014,0
RTSAX,39.15,6.3,-2.8000000000000007,0
BDFUX,32.18,23.83,17.179999999999996,1
BIOIX,32.67,33.37,28.31,1
FDGTX,48.03,24.26,-6.130000000000001,0
GABAX,44.6,22.68,-5.350000000000001,0
PFMDX,42.07,14.53,-5.15,0
JIVZX,50.56,19.43,-8.700000000000001,0
HOOSX,36.87,14.54,-2.490000000000002,0
OSGIX,40.57,16.57,11.330000000000002,1
PNVRX,36.95,21.61,-14.02,0
BALGX,40.25,44.02,4.48,1
QUAZX,27.6,16.1,17.69,1
OTCFX,34.51,12.21,6.100000000000001,1
NDVBX,44.04,15.25,-5.73,0
WSCVX,28.83,24.59,-10.43,0
WMLIX,44.96,23.98,2.26,1
PSVKX,42.61,9.06,-11.73,0
MCRFX,45.33,20.75,-6.3400000000000025,0
PLVIX,43.65,19.96,-5.630000000000001,0
AMANX,51.38,46.91,-2.0900000000000016,0
REAYX,45.23,21.16,-2.4800000000000004,0
SBVLX,43.87,21.23,-14.47,0
GMCUX,42.65,10.2,-5.830000000000001,0
TDFIX,44.63,32.97,-11.9,0
LUSAX,35.38,6.56,-6.26,0
HIGCX,48.21,36.09,-5.6800000000000015,0
VLCRX,47.03,25.56,-5.73,0
VRMGX,40.67,33.23,21.23,1
SSSIX,52.68,51.45,-4.870000000000001,0
FDNRX,36.66,28.08,15.64,1
KCGSX,45.28,42.23,5.509999999999998,1
RUDAX,34.47,17.65,-5.300000000000002,0
BUFSX,36.64,23.6,20.34,1
TRVHX,44.71,17.82,-9.84,0
VSSRX,40.87,8.45,-4.800000000000002,0
TLVIX,46.55,29.18,-6.820000000000001,0
OFSAX,39.48,35.96,-2.1899999999999995,0
ODINX,34.68,20.15,12.989999999999998,1
PGOFX,38.93,18.1,7.579999999999997,1
WASMX,38.82,20.01,-3.1300000000000012,0
ADECX,45.17,26.29,-7.83,0
PMFNX,40.46,9.38,-3.6000000000000005,0
MCVCX,44.08,23.43,-7.6,0
FVFRX,35.23,25.89,-6.120000000000001,0
IWEDX,47.02,25.55,-6.1800000000000015,0
FVLZX,54.75,10.95,-4.86,0
ICAFX,45.93,34.18,-2.4300000000000006,0
AALRX,48.12,21.82,-7.090000000000002,0
PJFCX,38.83,44.83,10.7,1
RLCOX,47.62,23.52,-10.19,0
PZVMX,46.44,35.47,-10.09,0
LISGX,43.68,17.12,-3.570000000000001,0
PFGRX,44.99,48.13,4.709999999999999,1
BAERX,50.56,39.42,-3.940000000000001,0
FFQZX,36.94,47.14,14.260000000000002,1
FDSVX,36.26,45.48,11.209999999999996,1
VPLCX,45.13,48.25,8.21,1
WCGIX,43.35,28.27,5.66,1
JMIVX,42.24,27.94,-7.99,0
STVZX,44.07,39.83,-5.800000000000002,0
TDEIX,41.25,43.64,10.43,1
PPNSX,34.18,11.43,9.9,1
AADEX,48.12,21.82,-7.1800000000000015,0
OIEQX,46.33,22.55,-5.090000000000002,0
TILRX,37.88,44.31,9.82,1
THIGX,39.26,47.92,8.84,1
SCATX,38.64,49.52,35.21000000000001,1
CGMFX,46.86,54.96,-26.92,0
HQITX,46.06,27.81,-5.850000000000001,0
SCSIX,36.55,34.51,-6.9700000000000015,0
VYSEX,41.19,12.06,-5.020000000000001,0
GVALX,52.19,16.66,-4.760000000000002,0
CCALX,29.53,30.54,6.6099999999999985,1
SHDYX,54.32,50.28,-3.4400000000000004,0
KMKAX,13.42,49.85,-2.2700000000000014,0
COGVX,49.77,18.91,-2.6899999999999995,0
PFSLX,31.58,33.84,5.08,1
ASYMX,43.76,46.27,17.159999999999997,1
TSLIX,44.26,14.57,-9.13,0
FLYCX,41.47,34.98,-4.600000000000001,0
GSMVX,42.65,10.2,-5.880000000000001,0
VIEIX,39.54,7.65,5.229999999999999,1
IBCGX,50.3,56.57,7.349999999999998,1
OPMSX,41.03,21.04,-3.9,0
JNVIX,49.07,39.23,-2.0900000000000016,0
LMNSX,43.68,17.12,-3.8300000000000014,0
OTIIX,34.51,12.21,6.370000000000001,1
IPSIX,35.37,7.46,-5.710000000000001,0
VLCGX,42.17,42.42,6.3900000000000015,1
FEQIX,46.17,20.49,-4.590000000000002,0
WLGAX,41.39,50.72,7.3599999999999985,1
ABSYX,39.08,11.91,-7.860000000000001,0
POGSX,35.29,54.7,-2.210000000000001,0
PQIAX,46.08,26.38,-3.7,0
TRTZX,41.93,23.29,-4.920000000000001,0
DFSVX,38.39,8.74,-8.38,0
ASLGX,42.53,57.74,7.829999999999997,1
TRDIX,44.63,32.97,-11.73,0
MNDIX,38.99,18.02,14.939999999999998,1
PEIZX,49.78,23.71,-7.450000000000001,0
BDSAX,38.16,7.16,2.629999999999999,1
BRUNX,46.17,20.55,-7.160000000000001,0
LCMRX,43.76,27.54,6.800000000000002,1
MCVRX,43.82,11.35,-6.300000000000002,0
AKRSX,60.35,67.25,5.030000000000001,1
FMGKX,46.0,34.3,2.51,1
VMGIX,39.88,12.85,6.809999999999999,1
PPIMX,36.97,17.86,6.9899999999999975,1
PABVX,40.77,13.97,-5.590000000000002,0
CSIEX,48.22,39.82,6.4099999999999975,1
LAVVX,47.85,22.34,-7.030000000000001,0
DBMZX,36.19,25.25,19.56,1
JGLYX,32.5,15.75,16.02,1
OAZLX,46.15,60.95,-11.21,0
IVKAX,45.74,25.71,-10.19,0
HARSX,37.08,21.92,7.07,1
TRBCX,37.43,46.7,6.899999999999999,1
PCLVX,50.85,19.06,-10.6,0
BRSDX,38.21,14.8,-3.8800000000000012,0
ASCTX,32.72,24.11,-9.04,0
SSCOX,31.11,19.51,-2.990000000000001,0
SGGAX,41.77,49.02,10.419999999999998,1
JSCNX,39.03,19.37,-9.32,0
HAGIX,37.08,21.92,7.09,1
UAVAX,44.47,17.28,-10.78,0
KAUBX,27.59,20.73,4.770000000000001,1
VVONX,48.26,37.64,-9.44,0
VYMYX,39.72,8.59,-5.550000000000002,0
QILGX,47.19,41.6,9.260000000000002,1
STCIX,46.27,51.14,7.32,1
FFILX,36.15,32.26,-14.32,0
MERDX,43.48,25.25,2.9499999999999997,1
CVLVX,45.19,37.78,-6.5600000000000005,0
GSVTX,45.96,23.48,-6.710000000000001,0
FFQRX,36.94,47.14,14.02,1
CPOCX,34.39,48.8,33.28,1
IAXAX,39.71,12.8,6.530000000000001,1
FRCCX,49.61,50.1,-10.44,0
SFVWX,41.52,27.36,-11.19,0
GDSTX,37.57,7.52,-3.810000000000001,0
WLVOX,37.89,18.24,-2.930000000000001,0
JMVSX,44.33,15.45,-7.9300000000000015,0
RWGFX,36.17,65.86,4.460000000000001,1
GCVTX,42.68,18.08,-8.860000000000003,0
TRPWX,40.53,19.8,8.129999999999999,1
ZDIVX,47.81,29.39,-7.840000000000002,0
SDVWX,50.07,29.14,-6.440000000000001,0
JDCRX,42.87,48.44,8.809999999999997,1
TCEPX,44.54,22.34,2.3100000000000005,1
BSCUX,41.48,27.7,7.729999999999998,1
ESPAX,35.09,25.01,-7.1400000000000015,0
FGSCX,45.95,20.68,2.9000000000000004,1
VSCNX,42.78,31.14,-5.920000000000001,0
TMFCX,45.65,21.45,-9.56,0
RRMGX,43.55,20.33,2.6999999999999997,1
PYSVX,41.64,15.3,-9.05,0
SFDYX,42.86,10.05,-6.190000000000001,0
KLCAX,38.61,32.51,6.300000000000002,1
WSCYX,40.52,23.76,6.869999999999997,1
GSMQX,35.32,18.49,12.659999999999995,1
BUYIX,46.04,46.62,-9.330000000000002,0
EIFGX,39.76,48.01,9.659999999999997,1
NQCAX,48.72,28.66,-9.96,0
FDSBX,58.82,35.32,-13.82,0
JIVAX,50.56,19.43,-8.18,0
GCGIX,43.94,45.77,5.260000000000002,1
VSAGX,38.57,19.38,8.260000000000002,1
DQIAX,54.45,39.45,-5.370000000000001,0
QISGX,37.62,13.61,2.7499999999999982,1
JUSPX,40.14,8.52,-2.38,0
IBSSX,50.3,56.57,7.699999999999998,1
MXEQX,51.39,18.96,-6.5600000000000005,0
GWSIX,54.31,53.98,-10.39,0
PJOQX,45.78,40.12,-10.83,0
RTSCX,39.15,6.3,-4.300000000000002,0
ICSFX,46.41,25.49,-8.770000000000001,0
FTYCX,38.02,27.53,-5.23,0
MSVCX,46.88,27.51,-11.13,0
JRSAX,43.74,18.68,-2.040000000000001,0
MATIX,41.28,33.01,-4.030000000000001,0
BUFGX,44.23,42.15,5.229999999999999,1
WHGSX,36.49,20.81,-6.790000000000001,0
SASAX,36.92,9.58,-4.57,0
PNSCX,36.33,19.06,11.830000000000002,1
GUEIX,42.96,31.81,3.649999999999999,1
BUYAX,46.04,46.62,-9.82,0
SSHFX,43.45,33.15,-7.630000000000001,0
GCSIX,37.57,7.52,-3.53,0
CHCZX,34.76,18.03,12.689999999999998,1
FGITX,50.44,37.08,-5.000000000000001,0
WEMAX,34.62,25.22,14.66,1
MSEGX,34.43,51.16,27.73,1
GTSVX,39.16,14.9,10.06,1
FSMLX,34.4,14.81,11.799999999999995,1
KSCOX,27.96,84.32,-3.240000000000001,0
ALAFX,40.52,52.98,11.55,1
CMGSX,35.82,26.43,10.84,1
VRTVX,40.89,4.96,-4.9300000000000015,0
GTTUX,39.66,8.51,-6.670000000000001,0
OALVX,45.72,23.08,-7.4700000000000015,0
TNVIX,46.75,24.27,-5.7200000000000015,0
IATAX,40.45,45.39,9.209999999999997,1
VHDAX,46.09,14.05,-5.32,0
JPLTX,42.02,28.02,-7.250000000000001,0
BSGRX,34.71,8.87,8.61,1
TGUSX,45.27,59.34,7.699999999999998,1
SMMSX,40.61,40.96,10.47,1
BRUDX,46.17,20.55,-7.870000000000001,0
PRDSX,36.18,8.64,2.8299999999999983,1
SMVFX,38.44,34.98,-6.6800000000000015,0
HSMVX,40.27,19.35,-5.45,0
IBGIX,50.3,56.57,8.25,1
GXXAX,45.98,45.68,3.02,1
SWLVX,44.7,16.33,-5.7200000000000015,0
TILCX,49.22,25.99,-6.370000000000001,0
LBWIX,47.34,31.14,-8.33,0
PPQJX,36.97,17.86,6.27,1
SSCTX,35.84,27.29,8.16,1
WEQIX,46.74,33.58,-3.650000000000001,0
TMDIX,36.66,24.85,6.77,1
CGOAX,34.93,25.2,22.290000000000006,1
FMEYX,41.48,22.56,6.279999999999998,1
ASQCX,39.1,9.78,-6.670000000000001,0
RMDAX,39.89,22.58,11.77,1
IYVAX,47.31,33.44,-7.750000000000001,0
PRAAX,43.95,16.58,-9.48,0
INDCX,43.76,38.31,3.7099999999999986,1
MPIRX,38.64,25.44,-10.29,0
SLLAX,37.86,9.86,-3.1100000000000003,0
USAAX,37.72,38.26,4.449999999999998,1
CDGRX,46.43,18.91,-7.670000000000001,0
BVDRX,32.32,19.18,-11.36,0
MUSBX,44.87,33.95,-3.2300000000000004,0
VWUSX,41.46,37.92,15.580000000000002,1
PGBGX,46.28,55.8,9.6,1
CVRFX,48.71,32.79,-8.590000000000002,0
HGORX,44.18,40.21,13.14,1
VYCBX,51.65,12.19,-3.870000000000001,0
MLSCX,38.95,35.9,4.129999999999997,1
MFVNX,51.41,37.72,-3.5500000000000007,0
GGORX,44.24,21.52,7.9899999999999975,1
CISIX,45.92,25.75,4.889999999999999,1
FMCDX,45.77,14.46,-2.120000000000001,0
VSFRX,43.2,18.19,-8.780000000000001,0
HFMVX,40.51,19.31,3.229999999999998,1
NSCAX,34.41,28.72,-10.32,0
JVAQX,46.38,20.16,-7.94,0
LCMGX,25.26,25.0,25.29,1
ATDFX,50.86,47.52,-11.41,0
IRLNX,46.21,54.12,10.2,1
JVMAX,46.18,14.88,-7.380000000000001,0
GALPX,46.21,39.03,3.8000000000000007,1
JACNX,48.6,44.05,7.280000000000001,1
EIVAX,46.08,32.42,-5.6400000000000015,0
GTSYX,39.16,14.9,9.81,1
SVFYX,53.57,52.88,-2.860000000000001,0
OGGFX,32.5,15.75,16.03,1
FEXKX,43.39,45.48,-9.42,0
HNTVX,29.63,24.87,-4.460000000000001,0
JLGAX,34.78,43.28,4.569999999999999,1
HSCSX,38.59,34.21,-7.090000000000002,0
VEMPX,39.54,7.65,5.25,1
DSMZX,36.26,13.43,4.880000000000001,1
FIIAX,43.75,15.54,-5.090000000000002,0
AADGX,40.21,24.66,-4.990000000000001,0
IPESX,47.03,25.56,-6.25,0
HACAX,39.07,45.29,12.439999999999998,1
PMVBX,43.61,23.11,8.719999999999999,1
AGOZX,29.73,32.41,18.48,1
VEXAX,39.54,7.65,5.209999999999999,1
LMCHX,44.93,18.35,-8.05,0
AZSIX,27.11,13.93,-3.3800000000000012,0
RSGRX,39.7,46.32,4.2799999999999985,1
CISGX,43.0,56.47,17.71,1
FTVFX,54.75,10.95,-6.28,0
JAPCX,42.02,28.02,-8.870000000000003,0
OSGCX,32.5,15.75,14.34,1
FGIOX,50.44,37.08,-3.9700000000000006,0
AVURX,42.43,26.33,-8.49,0
ALSRX,33.45,27.84,17.13,1
MDDAX,48.45,23.98,-8.64,0
QUACX,27.6,16.1,15.220000000000002,1
WBSNX,43.11,17.76,6.8599999999999985,1
DQIRX,54.45,39.45,-4.860000000000001,0
UBVAX,48.95,29.14,-8.430000000000001,0
GSSMX,38.48,10.33,-8.75,0
PGRTX,34.18,11.43,10.55,1
WPVLX,41.0,42.1,-5.6800000000000015,0
LGOPX,42.42,19.25,8.34,1
PXLIX,43.66,35.06,4.1400000000000015,1
IRLAX,46.21,54.12,9.14,1
CHDEX,49.67,31.64,-9.2,0
PMFJX,40.46,9.38,-2.5700000000000003,0
OEGCX,36.63,20.13,6.789999999999999,1
HVEIX,44.68,40.58,2.28,1
KMDVX,45.89,18.54,-9.4,0
JGRJX,43.23,37.27,13.13,1
IRUEX,36.53,14.17,-6.990000000000001,0
FITIX,43.75,15.54,-5.59,0
USNQX,41.36,50.79,14.259999999999998,1
CFIMX,33.31,60.55,-5.3500000000000005,0
JLVRX,50.48,29.58,-5.9,0
LCEFX,49.75,28.22,-6.08,0
NGDRX,38.26,31.64,5.3599999999999985,1
RYVPX,24.78,22.54,9.990000000000002,1
ANTDX,44.5,46.09,4.309999999999999,1
IAXIX,39.71,12.8,7.600000000000001,1
RRFDX,49.73,24.4,-8.34,0
CGFCX,41.62,35.89,4.929999999999998,1
PEQKX,44.62,20.15,-7.0600000000000005,0
RSPKX,44.5,26.38,-7.6400000000000015,0
VYCFX,51.65,12.19,-3.3500000000000005,0
PQCCX,37.99,12.74,-8.260000000000002,0
TEGYX,45.43,25.55,6.089999999999996,1
SPMCX,44.28,27.41,-9.18,0
LIMIX,42.88,51.69,4.979999999999999,1
BRSJX,38.21,14.8,-3.3800000000000012,0
GDIIX,51.56,40.08,-8.32,0
FEFRX,45.53,56.46,-11.0,0
GSWPX,35.32,18.49,14.7,1
HOOCX,36.87,14.54,-4.09,0
