Ticker,Dividend Yield (%),Price/Earnings,Price/Cash Flow,Average Market Cap ($ mil),3-year Annualized Return vs. S&P500,Outperform / Underperform
MMEAX,0.4,13.82,4.68,592,-9.97,0
VSPIX,0.83,17.91,14.3,71972,-3.810000000000001,0
LADIX,0.81,14.76,8.09,46761,-4.23,0
PEXMX,1.41,20.66,13.31,7307,4.24,1
LAVFX,0.58,16.15,12.81,64834,-7.360000000000001,0
FEIKX,0.76,17.74,12.56,90730,-4.3900000000000015,0
GQLOX,1.38,24.22,17.96,216933,3.419999999999998,1
PNAIX,2.09,27.69,19.96,114676,11.510000000000002,1
BRAGX,0.46,20.16,11.5,32056,-9.19,0
BFTHX,2.16,54.12,32.57,113326,11.989999999999998,1
FSCCX,0.02,14.15,7.42,2348,-14.080000000000002,0
RSSRX,1.61,36.71,25.15,8791,5.469999999999998,1
EVSHX,1.0,19.26,14.61,174967,-2.140000000000001,0
DFFVX,0.53,12.49,5.81,2483,-7.450000000000001,0
DFSIX,1.31,18.82,13.96,60678,2.3599999999999994,1
STFFX,1.8,35.52,25.59,226787,6.52,1
ARFFX,0.7,13.31,8.46,14486,-6.86,0
RDERX,0.74,17.51,12.4,78571,-5.770000000000001,0
WSCJX,0.61,14.45,7.55,2159,-5.1400000000000015,0
HAGAX,1.81,33.18,25.1,24700,6.399999999999999,1
PYVSX,0.64,17.92,13.34,90212,-5.540000000000001,0
BARAX,1.86,46.58,32.63,24121,7.039999999999999,1
DEVLX,0.42,14.27,8.31,3378,-9.98,0
RFNBX,0.95,18.82,15.27,104576,-3.4600000000000013,0
MAWBX,0.82,19.56,16.59,65672,-6.620000000000001,0
ALPAX,0.64,18.22,14.03,94888,-7.1400000000000015,0
PDIAX,0.85,16.89,10.73,45665,-3.9700000000000006,0
ODIIX,2.16,35.02,22.34,5248,14.490000000000002,1
MRGKX,1.32,23.75,18.85,105802,2.4999999999999982,1
MFECX,1.79,36.42,27.71,226023,6.449999999999998,1
HWMAX,0.32,10.96,4.81,6389,-14.72,0
BWLYX,0.35,14.08,7.53,38353,-10.37,0
EKJYX,1.97,40.83,27.43,98404,9.56,1
TPLNX,0.54,18.2,8.97,1768,-7.710000000000001,0
LBSCX,0.8,18.78,14.28,120837,-4.690000000000001,0
JGMAX,1.47,26.17,15.83,5791,2.5700000000000003,1
VLMIX,1.63,32.14,26.78,16070,5.100000000000001,1
PGWIX,2.09,34.39,26.05,18989,12.41,1
RDVCX,0.52,17.22,13.09,5181,-10.12,0
KAUAX,1.76,36.89,18.18,14514,5.839999999999996,1
CYSRX,1.57,24.19,17.74,3489,6.059999999999999,1
MSAFX,0.57,16.47,8.51,8462,-8.860000000000003,0
NMGRX,1.72,40.69,24.44,19946,6.460000000000001,1
JCVCX,0.36,11.39,5.84,25171,-14.4,0
LRSRX,0.43,13.53,9.16,2302,-9.53,0
EBCGX,1.85,39.11,29.43,21470,6.939999999999998,1
TOTTX,0.74,13.7,7.91,12508,-5.300000000000002,0
FDETX,0.93,16.13,11.33,98673,-3.1000000000000014,0
KAUFX,1.76,36.89,18.18,14514,5.780000000000001,1
CMUAX,0.77,17.33,12.73,17304,-5.5200000000000005,0
LCBEX,0.97,20.5,15.87,153878,-2.49,0
PGSGX,2.34,28.5,17.17,4844,15.46,1
JDNRX,0.97,21.84,16.21,155413,-2.99,0
TWVLX,0.61,15.13,9.32,59084,-7.4300000000000015,0
LVOOX,0.83,19.47,15.3,6988,-3.0100000000000016,0
CSCZX,0.52,13.68,6.67,1315,-7.760000000000002,0
MRRFX,0.81,13.03,8.06,16769,-5.290000000000001,0
GVEZX,0.61,16.78,12.51,69439,-7.4,0
VMMCX,0.58,15.35,9.49,12007,-6.630000000000001,0
CBBZX,0.68,14.86,10.97,40460,-5.7200000000000015,0
AFGFX,1.99,33.64,25.92,204556,10.229999999999997,1
PQNCX,0.37,17.08,12.21,19560,-11.19,0
SCAUX,0.09,14.67,8.83,35753,-12.11,0
NBGIX,1.34,29.6,21.46,6324,3.4499999999999997,1
JCONX,1.8,22.7,16.71,19870,7.43,1
RVPCX,1.63,29.2,19.16,1451,8.469999999999999,1
MDIVX,0.68,15.34,11.26,70414,-6.050000000000002,0
ESERX,1.43,25.65,21.66,41817,3.03,1
SSVSX,0.82,17.91,14.3,71972,-4.16,0
NLCAX,1.62,34.63,25.13,170202,5.830000000000003,1
CTVIX,0.13,37.63,22.2,2048,-13.8,0
MAFOX,2.09,45.51,28.14,203435,10.72,1
EIVIX,0.84,17.18,12.92,107025,-4.800000000000002,0
GTMRX,2.09,35.85,27.15,9332,12.5,1
ARDGX,0.2,16.43,9.2,53645,-11.54,0
AMVGX,0.56,16.02,10.15,16969,-7.420000000000001,0
MXVHX,0.68,16.23,9.79,59992,-5.840000000000002,0
IYVBX,0.6,14.59,8.88,48303,-10.010000000000002,0
WLVKX,0.7,24.51,17.14,33482,-5.110000000000001,0
JGASX,2.22,30.1,24.11,128578,14.259999999999998,1
CBEAX,0.82,14.26,8.4,33782,-5.990000000000001,0
RYTRX,0.53,15.05,11.28,3281,-7.15,0
MPSSX,1.33,22.38,11.83,3360,2.92,1
MGPIX,0.96,21.59,14.21,6271,-2.7900000000000014,0
MEYWX,1.49,24.2,14.81,82467,4.819999999999999,1
MMECX,0.33,13.82,4.68,592,-11.67,0
PVADX,0.13,11.55,9.9,3571,-13.32,0
DGEZX,0.41,13.79,8.66,82092,-7.840000000000002,0
GSPIX,1.45,26.01,20.32,141916,3.33,1
MBIRX,3.62,170.85,37.04,42148,35.86,1
LEVIX,0.97,24.61,18.27,66029,-2.460000000000001,0
GSURX,1.03,20.25,15.17,122717,-2.25,0
EKORX,2.03,37.92,25.7,112911,8.95,1
STRGX,0.58,18.16,12.34,12539,-6.820000000000001,0
FOCCX,1.75,48.51,29.93,160048,4.6,1
NTIAX,0.87,19.75,11.67,6330,-2.7300000000000013,0
GSMSX,0.85,20.97,15.27,16021,-4.100000000000001,0
LBWCX,0.43,14.44,10.33,73939,-9.4,0
JLGIX,1.67,38.3,27.37,121601,5.119999999999999,1
CMGIX,2.19,47.56,30.23,19574,11.41,1
HWLAX,0.57,12.69,7.22,49097,-10.010000000000002,0
VSVYX,0.84,17.91,14.3,71972,-3.7100000000000013,0
RSEDX,0.74,17.51,12.4,78571,-5.670000000000001,0
QASGX,1.37,21.01,9.47,2083,2.2199999999999993,1
TWGIX,1.82,34.83,25.41,280056,8.77,1
GRGVX,1.34,24.83,19.28,179767,2.3599999999999994,1
MDKFX,0.86,19.65,11.6,6298,-3.1300000000000012,0
BOSCX,0.67,16.98,8.59,2505,-7.07,0
IRGUX,1.7,32.26,24.58,21281,6.73,1
DWOIX,1.99,36.57,26.88,189215,10.689999999999998,1
ACFCX,2.68,45.28,28.94,97420,19.35,1
BRWCX,1.46,26.87,19.2,220975,3.35,1
HPEAX,0.27,26.49,16.69,119719,-11.34,0
HRSIX,2.04,30.72,14.45,3140,13.27,1
FZAFX,2.0,27.85,23.38,142943,11.7,1
BAEIX,0.98,16.72,12.91,92978,-3.4200000000000013,0
EKONX,2.08,37.92,25.7,112911,10.439999999999998,1
PNOPX,1.67,25.09,19.94,129886,6.1599999999999975,1
JRASX,1.69,32.43,23.1,196427,6.509999999999998,1
CAMZX,0.86,18.66,12.19,2827,-2.870000000000001,0
HOORX,0.86,18.96,12.34,3219,-3.1800000000000006,0
FCSGX,1.92,23.41,13.83,3833,9.28,1
USBNX,0.44,13.31,8.51,1655,-9.16,0
RSOOX,0.55,15.29,11.38,86820,-7.3900000000000015,0
FZAPX,1.33,22.22,16.33,80706,2.17,1
HPECX,0.2,26.49,16.69,119719,-12.86,0
JUEPX,1.39,21.89,17.67,148814,2.9000000000000004,1
FGCKX,2.46,37.54,26.3,130046,17.15,1
RSEKX,1.76,28.57,19.44,3914,6.370000000000001,1
HWCCX,0.52,13.01,7.36,47344,-11.15,0
CSCRX,2.7,31.64,24.19,4904,23.1,1
DFSRX,1.84,47.78,32.53,52313,6.6400000000000015,1
MNDFX,0.71,16.75,13.23,98661,-6.12,0
RSVYX,0.6,14.79,8.02,7554,-7.200000000000001,0
EISTX,1.66,26.36,21.54,162582,6.349999999999998,1
ATDYX,0.31,12.79,11.19,8976,-11.71,0
ANLRX,0.52,19.79,15.73,64861,-9.16,0
VINIX,1.25,22.63,16.52,176939,2.03,1
ODIYX,2.15,35.02,22.34,5248,14.11,1
GGCCX,1.88,36.53,25.71,297888,7.699999999999998,1
FLPSX,0.74,10.55,6.38,7262,-4.820000000000001,0
HSIIX,1.5,31.88,17.68,5428,4.300000000000002,1
IPEAX,0.69,17.73,12.47,53629,-6.9700000000000015,0
NGDLX,1.67,27.27,21.75,124831,6.800000000000002,1
PLASX,0.64,16.81,10.3,12080,-6.86,0
AHGCX,1.81,36.07,27.11,22882,6.789999999999999,1
HSCYX,2.26,27.15,15.79,4595,15.22,1
MPIVX,0.4,15.63,9.41,57293,-9.36,0
RMFBX,0.64,18.18,12.53,101581,-6.300000000000002,0
LAFQX,0.51,17.95,15.09,93311,-8.67,0
GQLVX,0.43,12.98,7.73,41873,-9.2,0
PFJIX,0.67,16.97,9.73,3174,-6.2200000000000015,0
VASMX,2.37,28.49,17.16,4843,16.029999999999998,1
MCLVX,0.57,18.62,13.61,63197,-8.4,0
TGVFX,1.82,27.35,22.48,143945,7.779999999999998,1
IRVIX,0.64,18.08,12.71,138564,-6.420000000000001,0
NDVCX,0.78,14.56,7.14,3101,-5.7200000000000015,0
FRDTX,1.08,25.05,19.32,107218,-2.26,0
SUVQX,0.24,13.15,6.57,39815,-12.37,0
MVTIX,0.73,13.7,7.91,12508,-5.44,0
LOGIX,0.98,16.93,10.92,99697,-2.0900000000000016,0
TWQZX,0.43,18.17,13.24,96739,-9.45,0
RMBMX,1.44,26.05,18.91,9804,3.3299999999999983,1
BMIYX,0.61,14.75,9.82,53477,-7.120000000000001,0
NEEGX,1.85,25.21,19.15,7230,10.97,1
CMLEX,0.68,18.18,12.53,101581,-5.260000000000002,0
MECZX,0.38,15.88,11.34,1349,-10.29,0
FISGX,1.83,26.69,25.39,18293,7.389999999999998,1
JDNAX,1.01,21.84,16.21,155413,-2.1100000000000008,0
FIUUX,0.47,14.09,10.34,72851,-8.88,0
JRAIX,1.73,32.43,23.1,196427,7.449999999999998,1
RLECX,0.76,15.52,8.69,1762,-5.550000000000002,0
NWCFX,1.97,41.29,30.08,254441,9.329999999999998,1
EAVLX,0.67,18.09,14.75,93338,-6.7200000000000015,0
RGAEX,1.66,28.98,21.3,144040,6.59,1
LMNOX,2.06,11.62,8.05,18136,9.329999999999998,1
CFJIX,0.83,15.06,10.43,46681,-3.5600000000000005,0
JLGPX,2.36,32.2,24.93,152879,15.339999999999995,1
SOPAX,0.93,20.5,15.87,153878,-3.2600000000000007,0
VGICX,0.7,17.41,13.83,89809,-7.07,0
MEIHX,0.67,18.09,14.75,93338,-6.67,0
TSLCX,0.4,13.41,6.05,2061,-11.23,0
RTLCX,1.02,23.4,17.49,139110,-3.1500000000000004,0
GINNX,1.43,24.25,20.32,164313,3.53,1
KMKCX,0.92,17.37,14.04,5617,-3.3200000000000003,0
TGWRX,2.53,40.93,27.58,135278,17.569999999999997,1
MCFGX,1.86,38.48,27.29,228991,6.850000000000001,1
FDVKX,0.69,14.34,9.37,50713,-5.000000000000001,0
TWSIX,1.75,32.73,24.02,329187,7.850000000000001,1
FTXSX,1.98,25.61,17.5,4140,11.89,1
TVLCX,0.68,15.87,12.03,48648,-7.990000000000001,0
FERFX,0.34,22.95,17.97,190504,-11.37,0
SSEIX,0.72,18.15,7.5,4919,-6.580000000000001,0
MLPIX,0.55,13.1,6.91,4166,-8.48,0
RYSEX,0.39,15.94,10.74,1231,-8.05,0
FSSRX,1.96,23.41,13.83,3833,10.34,1
HGOAX,2.29,39.86,25.43,89863,13.9,1
IRUNX,0.39,18.7,10.37,1825,-6.78,0
SFMIX,1.98,35.93,24.93,22126,9.119999999999996,1
VETAX,0.8,17.29,10.62,12107,-4.540000000000001,0
KSMIX,0.63,13.59,8.45,4317,-8.51,0
QRVLX,0.77,16.02,13.33,82087,-5.330000000000001,0
OFAVX,0.89,15.9,11.2,45534,-4.25,0
RSGFX,1.51,36.71,25.15,8791,3.049999999999999,1
FICEX,1.83,34.2,25.89,334264,8.07,1
EGOAX,0.81,16.71,13.02,86552,-5.030000000000001,0
ARTLX,0.8,16.45,10.41,82254,-6.910000000000001,0
MRVSX,0.37,15.23,6.54,2565,-11.47,0
FMIMX,0.7,17.94,6.58,4364,-5.4300000000000015,0
VGIIX,0.76,17.41,13.83,89809,-5.540000000000001,0
BDAIX,1.4,28.72,23.58,145124,2.41,1
MAIMX,0.61,15.88,9.87,11928,-7.770000000000001,0
GAFFX,1.69,28.98,21.3,144040,7.34,1
AULRX,2.13,38.1,25.99,304076,11.59,1
GWGIX,1.29,24.8,17.3,7058,2.140000000000001,1
JRSSX,0.93,22.81,15.29,39972,-2.2500000000000018,0
HFCIX,0.96,14.83,14.31,14604,-4.0200000000000005,0
FKBSX,2.19,38.74,15.42,3756,13.619999999999996,1
FLCOX,0.66,17.36,11.68,61773,-5.570000000000001,0
CGOCX,2.6,31.64,24.19,4904,20.55,1
AGYWX,1.83,34.83,25.41,280056,9.099999999999998,1
VCGRX,2.07,43.56,29.74,112200,9.81,1
LCMIX,1.84,35.9,25.61,22858,8.399999999999999,1
RPTTX,1.78,32.5,24.31,21878,8.009999999999998,1
RSCYX,1.86,27.3,17.41,3638,8.409999999999998,1
VDSYX,0.87,17.94,14.33,72465,-3.120000000000002,0
HSMRX,0.64,11.79,7.93,1844,-6.86,0
EQTKX,0.57,18.71,11.73,117340,-6.750000000000001,0
JGRUX,0.76,17.41,13.83,89809,-5.530000000000001,0
LDPAX,1.43,18.68,13.47,137635,-2.41,0
BRWTX,1.52,26.87,19.2,220975,4.959999999999999,1
TRVLX,0.8,18.32,14.56,92085,-3.8800000000000012,0
FCPGX,1.83,19.51,13.55,4087,8.809999999999997,1
JAENX,1.51,23.75,17.59,15538,3.4399999999999995,1
SVPIX,0.5,12.36,5.12,1274,-8.280000000000001,0
VYSAX,0.75,16.44,9.68,3045,-5.1000000000000005,0
BAFAX,1.41,24.19,17.62,169287,2.2799999999999976,1
NFEPX,1.88,28.8,22.53,224021,9.15,1
GDGIX,0.92,21.08,17.82,128389,-2.6000000000000014,0
AOGPX,1.98,33.64,25.92,204556,9.9,1
PLJMX,1.34,21.78,17.4,156683,2.6899999999999995,1
DDDIX,1.02,20.15,8.58,3633,-2.700000000000001,0
RYTCX,0.45,15.05,11.28,3281,-9.14,0
DREQX,1.98,36.57,26.88,189215,10.53,1
DALCX,0.47,16.83,11.4,11587,-8.350000000000001,0
GCMRX,0.84,20.97,15.27,16021,-4.370000000000001,0
DHQAX,0.21,11.76,8.51,42638,-11.2,0
LCBSX,2.59,31.38,18.63,21902,19.77,1
BLVAX,0.63,16.43,11.73,50027,-5.510000000000002,0
TEEFX,1.87,33.71,25.33,114750,8.839999999999996,1
JSGTX,1.72,31.2,23.79,233311,6.57,1
AVEDX,0.89,19.64,16.18,57476,-4.66,0
RDVIX,0.6,17.22,13.09,5181,-8.06,0
ESPCX,0.5,15.1,9.18,2144,-8.65,0
DHPYX,0.56,15.55,10.63,8933,-7.6400000000000015,0
JNVSX,0.93,19.04,12.75,14323,-2.5700000000000007,0
TRSMX,1.61,31.46,22.85,8078,6.34,1
KNPAX,1.04,23.43,13.56,6699,-4.37,0
FMFMX,2.04,27.91,23.49,139183,12.95,1
PJFAX,2.21,49.8,30.55,249617,12.22,1
MMCFX,1.29,13.21,7.8,612,2.3599999999999994,1
TRGMX,1.81,33.27,25.83,17571,7.549999999999998,1
KCSSX,0.77,11.59,9.12,2465,-5.550000000000002,0
FRSGX,2.09,45.97,29.51,17088,12.43,1
GSPUX,1.45,26.01,20.32,141916,3.34,1
LSSIX,1.73,33.93,19.24,3737,7.789999999999999,1
WFCIX,2.05,34.27,24.58,178923,10.39,1
TSNRX,2.62,61.39,31.89,108768,17.74,1
FGRAX,2.01,43.46,30.21,133080,9.69,1
DFVEX,0.7,14.36,8.85,9110,-5.080000000000001,0
WOOPX,0.78,23.4,16.44,8367,-5.28,0
FCIAX,0.93,20.09,14.57,165629,-2.5700000000000007,0
DVLIX,0.87,17.55,13.61,16108,-5.170000000000001,0
PSSNX,0.83,17.36,8.81,1972,-2.5200000000000014,0
ASQIX,0.76,16.28,7.73,2529,-4.620000000000001,0
FOCSX,1.85,19.5,13.55,4085,9.64,1
PFPFX,0.19,11.57,5.15,21663,-12.670000000000002,0
BKMVX,0.98,21.07,15.69,68929,-16.3,0
GABVX,0.57,15.19,8.86,17004,-7.4300000000000015,0
MRIGX,1.36,20.39,10.91,4167,2.92,1
PFACX,0.58,16.97,9.73,3174,-8.360000000000001,0
CCTRX,0.54,15.2,7.36,2692,-7.3900000000000015,0
MIDKX,0.81,19.46,11.5,6263,-4.210000000000001,0
SCNSX,1.07,19.88,13.87,7540,-2.2300000000000004,0
RSDKX,1.54,36.71,25.15,8791,3.6199999999999988,1
TSNCX,2.55,61.39,31.89,108768,14.84,1
ECCPX,1.7,33.34,23.87,215424,4.2200000000000015,1
JSVDX,0.54,15.82,8.18,3582,-7.590000000000002,0
TSAGX,1.56,36.93,25.98,245676,4.159999999999998,1
MCGFX,1.65,28.39,24.13,170985,5.539999999999999,1
RGRYX,1.59,35.24,25.16,176358,4.869999999999999,1
OAKLX,0.49,15.83,12.23,73795,-11.82,0
SPVYX,0.44,12.19,6.93,2719,-9.07,0
QNTAX,0.32,15.0,9.1,6085,-12.13,0
CHTRX,0.93,21.15,15.16,165392,-2.6900000000000013,0
AAAGX,1.97,32.14,24.23,294701,9.29,1
LYRIX,0.63,11.1,5.54,13536,-10.49,0
IRGFX,1.67,30.87,17.12,4520,7.709999999999997,1
ACZTX,0.47,19.44,10.23,2768,-8.430000000000001,0
WAMCX,2.98,45.11,23.07,3526,26.42,1
CLFFX,0.86,14.24,5.46,8134,-3.640000000000001,0
TRIWX,1.9,29.7,22.92,250027,10.64,1
QLSCX,0.87,13.01,5.8,1587,-3.950000000000001,0
GCTCX,0.94,23.84,14.63,61690,-4.260000000000002,0
GTCEX,0.99,20.74,16.27,108631,-3.700000000000001,0
PURYX,1.33,21.78,17.4,156683,2.379999999999999,1
LCGNX,2.0,35.55,27.13,208186,9.920000000000002,1
USAUX,1.72,38.72,27.43,156558,6.039999999999999,1
MAWCX,0.82,19.56,16.59,65672,-6.6400000000000015,0
TWEIX,0.6,18.44,13.07,81529,-6.240000000000001,0
FAEGX,1.95,27.85,23.38,142943,10.31,1
VSVIX,0.43,15.23,6.54,2565,-10.19,0
FDCAX,1.55,24.99,20.05,96995,5.599999999999998,1
SMISX,2.02,32.6,16.45,95897,10.89,1
MDVZX,0.72,16.75,13.23,98661,-5.860000000000001,0
MEIJX,0.69,18.09,14.75,93338,-6.150000000000001,0
BEGIX,1.0,16.72,12.91,92978,-2.9000000000000004,0
LBGAX,1.81,35.9,25.61,22858,7.6099999999999985,1
BIAGX,2.02,37.33,28.19,114380,9.39,1
CFDRX,0.79,17.33,12.73,17304,-4.98,0
PSMKX,1.78,33.19,21.93,19456,8.359999999999996,1
ACMVX,0.54,16.02,10.15,16969,-7.82,0
TCGLX,1.5,36.93,25.98,245676,2.539999999999999,1
GCLSX,0.45,15.52,11.21,42444,-9.6,0
FMCLX,0.89,19.54,11.5,6376,-2.410000000000001,0
USMVX,0.87,24.2,15.58,182583,-2.490000000000001,0
MEFAX,1.48,26.26,22.62,20338,3.0,1
JISGX,2.38,28.5,17.17,4844,16.37,1
GDSRX,0.77,12.77,6.35,1680,-4.8500000000000005,0
MFEKX,1.88,36.42,27.71,226023,8.830000000000002,1
HDSIX,0.82,15.78,7.22,2409,-5.0600000000000005,0
LMPMX,2.04,34.29,18.57,4898,13.339999999999995,1
AGIFX,1.78,27.79,22.11,219709,7.259999999999998,1
LZCOX,0.73,19.63,13.29,5614,-5.36,0
VWNEX,0.78,14.92,8.25,34867,-4.7200000000000015,0
PCVAX,0.12,11.55,9.9,3571,-13.52,0
BUFEX,1.56,30.95,20.87,175212,4.85,1
JMCRX,0.32,8.79,6.46,799,-10.96,0
TACLX,0.78,19.61,14.27,123031,-4.400000000000001,0
MVSGX,1.37,28.4,23.71,161362,2.2399999999999984,1
MXGSX,2.03,35.93,25.11,159967,11.38,1
BBGLX,1.79,31.13,24.35,192466,8.43,1
TFGRX,1.76,26.82,22.74,23121,6.699999999999998,1
BQLCX,0.96,21.59,13.85,109950,-2.3400000000000007,0
SZCAX,0.82,16.13,7.9,1751,-3.810000000000001,0
MGRFX,1.52,26.26,22.62,20338,3.969999999999999,1
PTWZX,1.49,28.52,21.78,207673,3.389999999999999,1
RWGIX,1.58,26.33,22.0,145843,5.100000000000001,1
PEGGX,1.82,39.36,27.17,22953,8.620000000000001,1
TFOIX,3.13,80.5,35.05,83804,26.439999999999994,1
AUXIX,0.7,17.54,10.32,105553,-6.040000000000001,0
MVEIX,0.54,10.75,6.18,10250,-10.18,0
PJFOX,2.2,49.8,30.55,249617,11.999999999999995,1
FSOAX,0.77,13.55,7.81,9953,-5.520000000000001,0
ACGMX,0.54,15.94,8.28,48536,-8.91,0
HSLYX,1.56,23.53,15.83,3893,4.589999999999998,1
ASCGX,2.03,35.64,16.0,3930,13.11,1
JMEEX,1.33,21.42,13.87,18759,2.3599999999999994,1
RMBGX,1.4,26.29,23.11,85391,2.4899999999999984,1
OAKMX,0.9,15.29,9.81,64126,-5.630000000000001,0
RTRIX,0.54,15.05,11.28,3281,-6.95,0
EPLCX,0.57,17.24,12.12,80376,-6.670000000000001,0
HILGX,0.79,16.57,10.55,42368,-5.28,0
BIIGX,1.64,34.99,22.54,202429,5.42,1
NYVBX,0.8,15.37,15.72,129640,-6.32,0
BKTSX,1.29,22.24,15.93,102497,2.6500000000000004,1
ECFVX,0.79,18.3,12.02,57886,-5.7200000000000015,0
BMGCX,2.11,47.56,30.23,19574,9.209999999999997,1
NOLCX,0.93,18.57,13.05,130200,-2.200000000000001,0
OSVCX,0.45,11.61,5.12,1593,-8.5,0
GUEAX,1.42,32.73,22.83,8887,3.1099999999999994,1
FBSAX,0.43,15.25,10.58,35255,-9.760000000000002,0
CMVSX,1.71,32.21,24.55,247482,6.699999999999998,1
PAXLX,1.44,22.46,16.56,102208,3.59,1
MDFOX,2.07,45.51,28.14,203435,10.2,1
BRWAX,1.52,26.87,19.2,220975,4.9700000000000015,1
LAFYX,0.56,17.95,15.09,93311,-7.510000000000002,0
FIFRX,1.61,32.26,25.15,118730,5.6400000000000015,1
PFSEX,0.72,16.28,9.56,35623,-6.74,0
BVSIX,0.62,17.02,9.15,37208,-7.73,0
HIMGX,2.43,40.95,24.28,20961,16.03,1
HVOFX,0.69,16.89,13.05,85125,-5.8900000000000015,0
PRGFX,1.77,32.85,23.84,258775,7.52,1
AGRFX,1.87,35.63,26.8,77805,8.379999999999999,1
YOVAX,1.29,20.73,11.04,3507,4.589999999999998,1
VALSX,1.63,34.54,26.22,71392,4.5299999999999985,1
ABLYX,0.67,15.04,10.34,57742,-7.32,0
WFDAX,2.32,47.26,27.95,12355,13.939999999999998,1
FGIQX,0.5,14.08,10.32,72334,-8.66,0
NRGSX,1.35,29.6,21.46,6324,3.639999999999999,1
LCMMX,1.69,27.29,22.82,202379,6.0,1
SLGAX,0.98,18.44,12.9,80603,-2.81,0
USPRX,1.32,23.26,17.14,181497,2.7899999999999987,1
CTSOX,2.25,25.85,12.8,2980,17.45,1
PBCJX,1.97,35.33,26.59,229658,9.52,1
RMFEX,0.7,18.18,12.53,101581,-4.760000000000002,0
IAUTX,0.36,16.81,9.07,52107,-8.05,0
TRVRX,0.34,13.95,9.35,12866,-10.15,0
GTMTX,2.14,35.85,27.15,9332,13.61,1
DTSVX,0.35,13.34,7.07,2016,-10.32,0
GSATX,0.54,11.11,4.87,1388,-7.4700000000000015,0
MAPLX,2.51,68.58,32.98,68600,17.2,1
FDGKX,0.76,17.66,12.16,70557,-4.830000000000001,0
IHGIX,0.87,17.56,13.32,127421,-3.9600000000000013,0
SGRAX,2.21,44.5,27.9,76348,12.59,1
VDEQX,1.5,23.05,13.8,69297,4.74,1
EIVFX,0.86,17.18,12.92,107025,-4.460000000000001,0
RVFCX,0.3,13.08,6.47,1456,-11.19,0
AMDRX,0.48,12.96,6.84,8740,-10.5,0
HDGYX,0.89,17.56,13.32,127421,-3.3000000000000007,0
MADSX,2.52,68.58,32.98,68600,17.56,1
SRFMX,1.39,27.37,20.2,247546,2.8100000000000005,1
TASZX,0.31,13.53,6.73,1372,-9.2,0
ZSCIX,0.42,15.26,10.7,1408,-9.36,0
EILGX,1.93,30.03,23.59,140947,9.31,1
BRGIX,1.5,31.3,24.47,297468,3.370000000000001,1
MEPAX,0.35,15.63,9.41,57293,-10.5,0
IVKSX,0.48,14.06,8.59,59583,-9.71,0
BUFOX,2.06,25.95,12.95,1288,12.78,1
UIGIX,0.91,24.29,17.51,104980,-3.6000000000000005,0
DCUTX,0.26,11.76,9.32,47045,-11.43,0
ESGHX,0.66,17.14,10.23,37852,-6.300000000000002,0
PFVCX,0.53,16.79,11.88,83928,-8.55,0
GIFFX,0.55,15.94,8.28,48536,-8.55,0
JSCVX,0.25,15.64,8.53,2429,-10.2,0
HSMCX,2.16,27.15,15.79,4595,12.56,1
PPNPX,1.87,31.56,20.23,4508,10.16,1
PNSBX,2.07,32.47,22.75,4762,11.830000000000002,1
PRDMX,1.77,32.5,24.31,21878,7.709999999999997,1
ESGKX,0.68,17.14,10.23,37852,-5.960000000000001,0
BMVIX,0.22,14.49,10.98,4019,-10.91,0
MRCEX,1.81,27.09,13.9,34835,5.059999999999999,1
GCMCX,0.8,20.97,15.27,16021,-5.410000000000001,0
LVOFX,0.82,19.47,15.3,6988,-3.4200000000000013,0
NVSCX,1.53,20.81,13.44,3978,3.4000000000000004,1
NQVAX,0.54,14.98,10.01,17934,-8.15,0
SGPSX,0.93,17.92,9.98,1871,-2.99,0
ACLAX,0.52,16.02,10.15,16969,-8.34,0
CMVYX,0.81,17.33,12.73,17304,-4.65,0
AFPIX,-0.19,14.37,7.5,21003,-14.9,0
JSGZX,2.32,28.5,17.17,4844,14.91,1
SWTSX,1.28,22.26,15.87,100204,2.6099999999999994,1
JDSAX,0.23,15.64,8.53,2429,-10.71,0
MMANX,2.21,55.11,31.85,117961,11.139999999999995,1
ACGLX,0.5,15.94,8.28,48536,-9.91,0
VYSVX,0.4,12.1,4.69,1565,-8.040000000000001,0
PAGRX,1.51,24.79,15.28,52937,2.729999999999998,1
ALSAX,2.36,39.81,24.03,8092,17.169999999999998,1
CSGEX,1.73,25.46,15.05,3274,8.77,1
ANDGX,1.6,33.85,24.23,209571,6.479999999999998,1
AUSAX,1.56,24.19,17.74,3489,5.8900000000000015,1
MUESX,0.99,20.16,15.07,158654,-2.180000000000001,0
EGWAX,2.47,39.01,23.44,4586,17.369999999999994,1
TSPTX,1.53,41.48,23.33,3382,5.079999999999998,1
LMLSX,0.76,18.54,14.04,95714,-5.41,0
BMGGX,1.5,24.35,19.62,12018,3.84,1
VYSCX,0.81,16.44,9.68,3045,-3.1800000000000006,0
SPMAX,0.7,15.81,10.57,10034,-7.940000000000001,0
DTCYX,1.43,22.79,19.92,188676,4.57,1
NOANX,0.91,15.27,9.79,64279,-5.2700000000000005,0
GSPQX,0.83,20.54,15.54,176198,-4.010000000000002,0
BPAIX,0.64,13.04,9.48,30749,-7.23,0
LMBJX,0.74,12.31,9.14,42657,-5.340000000000002,0
MPDRX,1.56,27.25,19.76,256718,4.07,1
TVAFX,0.92,15.4,11.97,45325,-4.070000000000001,0
