Ticker,ROE Last Year (%),Debt/Capital Last Year (%),No. of Holdings in Portfolio,% Assets in Top 10 Holdings,"Closed to New Investors (Yes=1, No=0)",3-year Annualized Return vs. S&P500,Outperform / Underperform
MKDVX,11.89,44.52,95,24.86,0,-5.130000000000001,0
TRLHX,17.05,47.1,86,25.24,0,-8.0,0
TWUAX,30.27,42.76,63,52.32,0,12.14,1
DMCFX,16.7,36.63,91,20.13,0,10.079999999999998,1
SUVZX,6.3,42.58,197,17.7,0,-12.34,0
VTCIX,25.43,45.1,846,24.41,0,2.7399999999999984,1
MSEQX,-5.08,34.43,46,51.16,0,28.33,1
ISMSX,9.19,41.92,194,14.31,0,-7.050000000000002,0
FFLYX,31.57,33.18,53,46.45,0,9.62,1
WPRSX,29.22,47.96,21,63.01,0,4.749999999999998,1
OMECX,8.46,40.22,688,5.28,0,-5.870000000000001,0
FNKLX,13.05,41.58,117,24.23,0,-4.1400000000000015,0
MMYLX,3.56,41.2,191,12.21,0,-7.780000000000001,0
PPSSX,15.17,43.65,866,19.96,0,-6.41,0
VYRDX,2.61,43.44,123,13.39,0,-6.370000000000001,0
MXLSX,7.65,41.28,130,13.23,0,-8.030000000000001,0
SBQIX,19.71,42.96,27,40.95,0,-9.22,0
JIVRX,15.56,50.56,143,19.43,0,-7.380000000000001,0
ACRNX,7.8,34.61,114,15.81,0,3.7099999999999986,1
OBMCX,6.22,34.28,69,28.2,0,3.52,1
AAMOX,-5.69,43.78,53,45.56,0,17.299999999999994,1
MPSIX,10.63,40.46,404,9.38,0,-2.200000000000001,0
BVDIX,8.98,32.32,86,19.18,0,-11.65,0
EILVX,13.9,40.66,69,27.78,0,-4.6800000000000015,0
BPTRX,9.7,41.31,32,88.01,0,39.91,1
ISORX,0.33,38.68,144,14.48,0,-2.4700000000000006,0
DASCX,9.66,29.3,77,24.64,0,-9.83,0
NQCFX,45.13,56.23,22,58.06,0,2.1099999999999994,1
IVCSX,4.04,41.14,159,12.03,0,-4.7700000000000005,0
OCSVX,8.14,47.92,268,20.1,0,-10.94,0
SFVTX,17.73,41.52,101,27.36,0,-12.69,0
PFQDX,-0.33,41.52,114,14.15,0,-6.33,0
PGILX,16.08,52.34,56,40.43,0,-4.330000000000001,0
BMSYX,13.58,40.47,146,16.5,0,-3.2700000000000014,0
CBECX,12.31,41.77,48,29.69,0,-7.56,0
BERCX,10.92,41.9,35,39.02,0,-9.9,0
TMITX,18.89,39.94,35,39.99,0,2.4499999999999997,1
BRSQX,4.16,38.21,176,14.8,0,-5.080000000000001,0
FMAGX,32.5,46.0,74,34.3,0,2.369999999999999,1
PABWX,9.74,40.77,717,13.97,0,-5.82,0
WLCGX,31.32,41.6,307,55.97,0,7.029999999999998,1
ELCRX,26.65,39.94,62,46.12,0,6.889999999999998,1
MDDVX,11.89,44.52,95,24.86,0,-5.880000000000001,0
PLGAX,24.37,39.91,499,35.21,0,8.7,1
GTSCX,6.62,44.02,89,17.88,1,-4.980000000000001,0
MACGX,-15.1,37.12,55,44.11,0,45.01000000000001,1
MDKTX,10.65,40.51,403,7.55,0,-3.6700000000000013,0
JENIX,34.11,47.07,28,54.58,0,2.6899999999999995,1
SVALX,18.86,50.79,42,41.9,0,-10.6,0
JDMNX,13.87,43.55,85,23.14,0,3.9599999999999986,1
LCLIX,22.35,51.22,55,34.04,0,-5.6800000000000015,0
CGFYX,28.23,42.96,57,43.1,0,7.800000000000002,1
TNVRX,0.5,46.75,145,24.27,0,-6.740000000000001,0
ESPHX,8.29,35.09,129,25.01,1,-7.66,0
HSLCX,-1.72,36.8,174,11.02,0,2.2399999999999984,1
GEFPX,29.71,49.39,292,44.2,0,-6.36,0
TGCNX,27.65,39.77,31,53.96,0,9.760000000000002,1
ARSQX,18.25,38.51,47,33.68,0,-2.27,0
MLVBX,24.54,43.6,92,27.06,0,-2.4799999999999995,0
JHERX,14.57,49.82,120,23.97,0,-9.71,0
MNDBX,-1.95,38.99,121,18.02,0,12.7,1
FZAHX,11.44,37.91,268,35.55,0,27.35,1
TRCVX,13.3,44.85,850,16.35,0,-6.170000000000001,0
MFVFX,24.13,51.41,71,37.72,0,-3.03,0
FKASX,-8.59,33.34,272,11.71,0,15.04,1
LAFTX,24.07,52.63,72,21.94,0,-7.500000000000001,0
CPXRX,10.72,40.42,403,8.73,0,-2.1999999999999997,0
ATAFX,20.03,51.33,44,33.93,0,-8.42,0
HWCAX,6.53,49.24,72,34.66,0,-9.63,0
THPMX,7.61,48.04,96,20.88,0,-4.8900000000000015,0
HGOYX,16.38,44.18,73,40.21,0,14.61,1
KNGYX,22.93,47.51,66,17.84,0,-3.370000000000001,0
DEOPX,21.32,51.67,28,44.8,0,3.1099999999999994,1
MIGDX,28.83,42.15,54,42.39,0,4.7799999999999985,1
QUAIX,-3.25,27.6,114,16.1,0,17.490000000000002,1
RLSMX,9.45,38.49,81,17.0,0,-4.370000000000001,0
IYVYX,12.48,47.31,39,33.44,0,-7.82,0
PLGJX,24.37,39.91,499,35.21,0,9.11,1
GMPPX,6.49,43.96,114,16.66,0,-2.58,0
PCEQX,18.92,44.62,108,20.15,0,-9.29,0
ECTVX,21.89,47.63,68,31.25,0,-6.15,0
CBSTX,14.64,33.46,66,22.99,1,6.68,1
PKSFX,34.09,30.49,30,53.89,1,4.8599999999999985,1
NSRSX,-4.83,37.83,99,18.32,0,16.84,1
CDOFX,9.91,32.07,74,20.06,0,-6.030000000000001,0
MEFNX,10.76,45.21,209,17.04,1,2.68,1
HGOCX,16.38,44.18,73,40.21,0,12.22,1
UBVCX,2.17,48.95,87,29.14,0,-9.44,0
KDHCX,25.91,45.99,44,27.66,0,-9.27,0
LVOCX,15.59,39.31,74,19.9,0,-5.3100000000000005,0
GETGX,7.95,41.46,78,19.81,1,-4.950000000000001,0
HWMCX,-3.17,46.99,70,33.19,0,-16.200000000000006,0
MDFGX,27.36,43.72,54,44.66,0,8.579999999999998,1
NBGNX,22.34,29.3,104,21.86,0,3.09,1
VMCVX,8.44,43.22,220,9.91,0,-7.340000000000002,0
EXEYX,20.58,42.51,72,27.01,0,2.8299999999999983,1
BUIOX,-3.69,35.88,66,25.28,0,13.259999999999998,1
VITPX,22.6,44.63,3356,22.34,0,2.76,1
VAFNX,21.51,40.93,95,44.36,0,9.38,1
WSGRX,-0.78,40.52,80,23.76,0,6.120000000000001,1
ATHDX,11.91,38.86,82,23.19,0,9.740000000000002,1
LSMIX,8.35,35.37,85,16.38,0,5.829999999999997,1
JACCX,30.52,42.87,41,48.44,0,8.23,1
RSPFX,8.71,44.5,70,26.38,0,-6.900000000000001,0
TGVOX,7.39,43.53,63,31.22,0,-9.99,0
CSSSX,5.3,35.71,76,22.87,0,6.18,1
HFCGX,17.08,49.02,54,31.74,0,-7.420000000000001,0
WEHIX,5.95,39.24,33,44.88,0,-5.010000000000002,0
TRLWX,17.05,47.1,86,25.24,0,-7.030000000000001,0
TADCX,27.8,41.25,69,43.64,0,8.059999999999999,1
BRWRX,34.1,43.04,100,43.99,0,3.34,1
USSPX,26.85,46.02,501,29.12,0,2.5699999999999985,1
EKOAX,22.57,38.14,58,38.42,0,9.499999999999996,1
AEUDX,23.7,43.44,105,31.07,0,-5.530000000000001,0
DOPIX,1.78,43.79,83,19.55,0,-5.040000000000001,0
RGAAX,16.32,41.62,392,35.89,0,4.9700000000000015,1
WSMNX,11.37,42.94,78,22.11,0,6.149999999999999,1
OPMIX,13.86,41.03,82,21.04,0,-2.99,0
FTGRX,21.38,46.48,81,38.76,0,-2.4400000000000013,0
FCBSX,10.97,44.89,52,31.38,0,-11.760000000000002,0
OIEJX,19.37,46.33,87,22.55,0,-4.5600000000000005,0
LZFIX,6.82,57.99,28,51.46,0,-7.240000000000001,0
FAVTX,12.99,41.45,111,24.19,0,-6.770000000000001,0
DUSLX,48.76,58.9,177,37.86,0,3.26,1
BARUX,18.24,42.69,66,38.09,0,7.599999999999998,1
HAREX,8.33,37.08,97,21.92,0,5.810000000000002,1
MSAVX,5.29,46.88,52,27.51,0,-9.7,0
TBDQX,33.51,41.32,91,44.18,0,8.5,1
ASCRX,4.54,39.1,289,9.78,0,-5.620000000000001,0
EKJFX,14.53,36.22,79,39.37,0,9.670000000000002,1
FKMCX,9.19,43.19,181,13.38,0,-2.620000000000001,0
FIVUX,11.96,45.51,96,19.03,0,-8.770000000000001,0
DCUUX,28.66,48.75,41,26.01,1,-10.66,0
RMFAX,24.68,48.98,175,23.07,0,-6.350000000000001,0
SENAX,9.32,33.07,65,25.97,0,13.39,1
CRMMX,5.75,41.4,44,36.23,0,-3.8300000000000014,0
MGPSX,15.07,38.14,251,12.61,0,-4.870000000000001,0
MVTRX,6.58,44.08,67,23.43,0,-5.280000000000001,0
PNSAX,2.34,36.33,91,19.06,0,13.53,1
BSMNX,14.22,36.85,72,19.08,0,-11.48,0
BSPGX,27.24,45.66,513,27.27,0,2.1399999999999992,1
VSIAX,4.25,44.27,939,4.9,0,-5.400000000000001,0
ALVOX,26.83,38.84,79,52.08,0,9.81,1
PSLGX,23.76,48.28,68,35.23,0,7.079999999999997,1
EAMCX,13.35,39.89,107,23.0,0,8.580000000000002,1
TSLAX,1.94,44.26,107,14.57,0,-9.75,0
WSMVX,3.19,39.21,691,10.85,0,-9.82,0
FPCGX,23.84,45.82,28,49.99,0,-3.5500000000000007,0
MMQIX,2.49,39.07,128,16.88,0,-5.8900000000000015,0
CGRYX,11.07,48.9,36,46.22,0,-8.040000000000001,0
CBSAX,14.64,33.46,66,22.99,0,6.68,1
BIAUX,10.74,36.81,61,26.42,0,-10.3,0
FGSIX,17.33,45.95,165,20.68,0,5.210000000000001,1
MFEIX,28.24,40.32,76,43.55,0,8.629999999999999,1
TWEAX,23.7,43.44,105,31.07,0,-6.750000000000001,0
FFICX,22.23,45.93,207,34.18,0,-2.2300000000000004,0
VEVRX,7.95,41.46,78,19.81,1,-3.820000000000001,0
AGFRX,27.81,30.26,61,37.25,0,7.550000000000002,1
CAAPX,12.35,44.9,42,35.59,0,-7.08,0
DPLGX,15.26,46.16,29,51.28,0,6.32,1
RGABX,16.32,41.62,392,35.89,0,4.9700000000000015,1
DRMAX,12.26,39.89,71,22.58,0,12.0,1
JCNIX,10.25,48.6,45,44.05,0,6.219999999999999,1
STMFX,24.5,39.31,66,50.65,0,5.079999999999998,1
RTDCX,23.27,41.55,573,23.68,0,-3.28,0
WHGCX,4.92,36.49,62,20.81,0,-8.33,0
SPFCX,16.85,40.98,31,50.54,0,13.79,1
EPGAX,22.34,36.29,180,45.29,0,10.84,1
UIVAX,17.26,44.47,191,17.28,0,-10.07,0
FFGRX,-2.04,35.1,127,21.36,0,5.429999999999998,1
SESGX,26.77,42.41,56,32.33,0,-2.7700000000000014,0
SPVZX,2.55,41.96,190,10.63,0,-14.3,0
HISGX,4.57,36.73,69,24.51,0,7.4899999999999975,1
HSLIX,-1.72,36.8,174,11.02,0,4.5,1
ASCZX,-1.55,33.58,92,27.1,0,18.0,1
VAMGX,8.5,40.75,104,19.38,0,2.8099999999999987,1
BRSPX,4.16,38.21,176,14.8,0,-5.460000000000001,0
ACFDX,8.57,42.44,40,50.68,0,19.93,1
VSSGX,4.55,35.42,102,18.74,0,13.56,1
UBVUX,2.17,48.95,87,29.14,0,-7.9300000000000015,0
JVLAX,13.45,43.73,92,26.16,0,-9.04,0
FTVSX,13.31,53.17,67,25.96,0,-5.030000000000001,0
JIEMX,14.57,49.82,120,23.97,0,-7.52,0
TRLCX,17.05,47.1,86,25.24,0,-8.4,0
MSGRX,-3.06,39.06,134,23.61,0,4.8100000000000005,1
AFAZX,23.49,52.32,87,16.51,0,-5.4700000000000015,0
EITVX,21.89,47.63,68,31.25,0,-4.080000000000001,0
DMVYX,3.23,38.16,387,10.33,0,-2.470000000000001,0
JCVIX,-1.16,46.78,39,39.39,0,-12.41,0
FMILX,10.99,47.96,162,22.67,0,-5.070000000000001,0
CHRRX,29.92,46.9,76,41.46,0,-3.2100000000000013,0
GQLIX,32.8,42.04,51,42.51,0,3.049999999999999,1
SPWAX,5.07,33.17,95,19.91,0,8.11,1
WSGAX,-0.78,40.52,80,23.76,0,6.800000000000002,1
OPTIX,21.34,40.83,103,44.19,0,7.309999999999999,1
FMEFX,8.32,41.48,72,22.56,0,7.57,1
BAFFX,27.13,42.02,46,41.38,0,3.1499999999999986,1
AOFYX,-6.25,29.73,52,32.41,0,18.49,1
ECCVX,6.25,43.82,152,11.35,1,-7.4300000000000015,0
GBSPX,17.41,30.45,56,30.2,0,-4.340000000000002,0
PZISX,-5.61,40.8,48,32.08,0,-8.84,0
LVOPX,15.59,39.31,74,19.9,1,-4.170000000000001,0
RGWCX,27.51,39.7,54,46.32,0,2.49,1
GSMYX,3.32,35.32,107,18.49,0,13.79,1
RLISX,20.07,45.23,262,21.16,0,-2.8100000000000005,0
FMEIX,14.46,40.61,366,11.6,0,-2.67,0
EICIX,14.32,45.3,41,34.51,0,-6.3100000000000005,0
JMVCX,17.4,42.24,64,27.94,0,-9.84,0
AUIYX,29.25,48.83,68,40.45,0,-5.8500000000000005,0
RCKSX,23.74,46.95,29,43.89,0,-4.420000000000001,0
PMVAX,9.22,43.61,76,23.11,0,10.38,1
SBLYX,25.08,43.58,48,44.3,0,5.880000000000003,1
FDECX,19.19,50.9,174,37.79,0,-5.710000000000001,0
JVACX,12.47,46.38,121,20.16,0,-9.46,0
MFEGX,28.24,40.32,76,43.55,0,8.099999999999998,1
ADRRX,32.49,44.59,145,47.66,0,3.26,1
KCSVX,5.5,42.04,128,14.85,0,-5.8500000000000005,0
PCBIX,14.58,53.61,84,29.55,1,2.6099999999999994,1
TSFIX,13.95,42.22,33,44.26,0,-4.08,0
LBDRX,24.28,47.34,218,31.14,0,-9.43,0
FZAGX,17.85,48.13,120,22.54,0,-6.82,0
LVOYX,15.59,39.31,74,19.9,0,-3.2300000000000004,0
FZACX,26.13,43.21,203,31.22,0,2.4699999999999993,1
SAMVX,14.73,38.44,50,34.98,0,-5.7700000000000005,0
NVLIX,28.55,44.35,50,47.13,0,8.91,1
CDIRX,28.44,48.58,82,26.47,0,-3.65,0
FALAX,19.08,50.88,175,37.56,0,-3.6700000000000013,0
SUSIX,27.35,44.96,106,31.82,0,3.67,1
CMLIX,35.35,43.72,42,45.62,0,7.09,1
SINOX,22.35,51.22,55,34.04,0,-7.620000000000001,0
KLCSX,17.68,38.61,68,32.51,0,6.969999999999999,1
DLCEX,29.24,46.82,72,24.89,0,-2.1700000000000017,0
IYVCX,12.48,47.31,39,33.44,0,-9.33,0
BFTUX,11.21,33.46,39,41.05,0,12.56,1
GFVIX,15.46,46.84,37,36.77,0,-4.25,0
LBSAX,28.44,48.58,82,26.47,0,-3.1300000000000012,0
IEDAX,7.28,47.02,75,25.55,0,-6.73,0
ATGYX,12.37,53.6,104,18.76,0,-3.660000000000001,0
PMCKX,12.51,46.0,89,22.88,0,-10.13,0
IHSVX,-3.51,34.38,120,16.59,0,15.330000000000002,1
FTRNX,30.42,43.11,127,42.72,0,10.73,1
SSSFX,6.76,52.68,27,51.45,0,-5.380000000000001,0
GFAFX,16.32,41.62,392,35.89,0,6.549999999999998,1
CSVRX,3.09,31.89,193,10.49,0,-8.780000000000001,0
TGDFX,15.7,49.99,46,36.91,0,-8.07,0
TILPX,24.23,37.88,87,44.31,0,10.009999999999998,1
AMREX,7.4,25.51,25,59.15,0,-23.520000000000003,0
PGORX,34.02,45.06,61,50.33,0,9.75,1
PHASX,16.32,36.97,391,17.86,1,5.099999999999998,1
AGSCX,-1.55,33.58,92,27.1,0,15.38,1
ARSIX,3.96,42.2,57,33.35,0,-4.500000000000001,0
TEGAX,12.72,45.43,61,25.55,0,5.57,1
JVTAX,-0.84,34.17,136,19.87,1,4.690000000000001,1
OTCJX,13.35,39.89,107,23.0,0,9.16,1
FAFGX,16.32,41.62,392,35.89,0,7.07,1
NMVZX,7.91,27.26,58,46.29,0,-2.290000000000001,0
GGOUX,11.29,44.24,91,21.52,0,9.29,1
HIGRX,29.2,48.21,42,36.09,0,-4.75,0
HAITX,26.31,44.68,72,31.6,0,3.3699999999999988,1
POLRX,31.42,37.69,25,58.11,0,9.849999999999998,1
ALVSX,17.59,40.99,45,40.88,0,-6.19,0
RDCCX,18.4,47.62,96,23.52,0,-11.19,0
CVFCX,19.69,48.71,69,32.79,0,-7.86,0
FGIUX,20.88,50.44,179,37.08,0,-6.09,0
GILGX,24.81,45.12,628,25.18,0,2.5599999999999987,1
LSHUX,27.41,19.57,32,89.05,0,-2.6500000000000004,0
MSGAX,-3.06,39.06,134,23.61,1,3.93,1
URISX,28.59,48.99,205,17.28,0,-6.65,0
LMCYX,14.38,44.93,77,18.35,0,-8.21,0
CHCLX,5.06,34.76,100,18.03,0,12.04,1
DDVCX,18.27,47.8,40,31.38,0,-9.95,0
RPFFX,13.03,30.08,55,26.91,0,-2.670000000000001,0
ESPRX,8.29,35.09,129,25.01,1,-6.2700000000000005,0
CVQTX,18.4,47.62,96,23.52,1,-9.68,0
NRINX,-3.12,49.47,95,27.7,0,2.7399999999999984,1
ACLWX,11.91,38.81,83,23.04,1,10.9,1
NWCCX,28.55,44.35,50,47.13,0,6.709999999999997,1
FFMGX,23.51,39.78,119,20.59,0,11.75,1
LDFOX,22.2,47.85,75,22.34,0,-7.0,0
ELGAX,20.33,38.75,36,41.53,0,8.479999999999997,1
SVFDX,25.89,53.57,30,52.88,0,-4.32,0
CMLAX,24.68,48.98,175,23.07,0,-4.78,0
GAGVX,27.35,46.21,46,39.03,1,2.8999999999999986,1
TWCCX,30.27,42.76,63,52.32,0,10.46,1
IRVAX,15.93,44.87,157,25.36,0,-7.4700000000000015,0
ABVAX,12.67,45.8,59,33.03,0,-11.5,0
FEAMX,32.37,45.53,37,56.46,0,-13.16,0
TDFAX,26.27,44.63,40,32.97,0,-12.28,0
TBDCX,33.51,41.32,91,44.18,0,6.199999999999998,1
TWMTX,27.8,41.25,69,43.64,0,10.57,1
PWCIX,27.36,44.91,84,29.52,0,2.8199999999999985,1
MBGFX,25.63,38.89,147,42.18,0,5.419999999999997,1
IRTCX,22.33,50.29,75,27.9,1,-8.540000000000001,0
MAGKX,-5.33,34.77,155,15.91,0,6.73,1
MVCCX,6.25,43.82,152,11.35,0,-7.340000000000002,0
NFECX,26.09,41.34,49,46.3,0,6.899999999999999,1
NGDAX,17.12,38.26,73,31.64,0,5.9899999999999975,1
MRVIX,11.55,44.05,83,18.89,0,-10.46,0
EFCNX,15.74,41.75,68,40.42,0,10.91,1
SSCCX,8.12,42.43,101,20.47,0,-4.0600000000000005,0
REBYX,0.09,38.21,992,9.71,0,-3.070000000000001,0
ABSZX,5.08,41.03,101,15.39,0,-9.0,0
JGTUX,28.69,43.23,84,37.27,0,14.259999999999998,1
ELGCX,20.33,38.75,36,41.53,0,6.850000000000001,1
LFMGX,-15.21,25.26,84,25.0,0,27.36,1
SKSIX,8.66,37.99,74,20.55,0,-8.030000000000001,0
ACLMX,11.86,41.78,96,20.62,1,-5.880000000000001,0
BWNYX,12.7,37.18,35,41.49,0,-8.3,0
STRMX,10.91,46.91,41,35.51,0,-6.8500000000000005,0
GCVAX,18.23,42.68,172,18.08,0,-9.36,0
PMVFX,2.55,41.96,190,10.63,0,-14.53,0
PGIOX,16.08,52.34,56,40.43,0,-5.330000000000001,0
PSGKX,-2.39,34.71,560,8.87,0,9.44,1
OMCIX,6.22,34.28,69,28.2,0,4.0299999999999985,1
KSCYX,26.62,27.96,38,84.32,0,-2.84,0
DFTPX,1.9,38.76,1395,6.32,0,-7.940000000000001,0
FCLKX,19.19,50.92,170,38.18,0,-2.8000000000000007,0
PQUAX,8.29,35.34,54,30.51,0,8.45,1
TOECX,12.72,45.43,61,25.55,0,3.809999999999999,1
JUEZX,27.73,46.67,57,40.08,0,2.3599999999999994,1
AFOYX,19.45,50.47,32,50.54,0,-6.340000000000002,0
SSCYX,8.12,42.43,101,20.47,0,-2.930000000000001,0
MIGMX,28.83,42.15,54,42.39,0,4.769999999999998,1
HRAUX,8.33,37.08,97,21.92,0,7.27,1
OANMX,13.81,49.08,55,32.11,0,-5.260000000000002,0
PESAX,15.17,43.65,866,19.96,1,-7.4300000000000015,0
FXAIX,27.51,45.61,508,26.89,0,2.0600000000000005,1
LMGAX,7.15,42.42,100,19.25,0,8.779999999999998,1
AASOX,-0.01,32.56,92,33.64,0,18.35,1
CUSAX,2.4,31.31,88,18.51,0,5.8900000000000015,1
CTASX,-3.84,31.86,100,23.45,0,16.09,1
HQIIX,19.35,46.06,70,27.81,0,-5.790000000000001,0
BKMFX,24.86,35.74,168,24.85,0,-3.0800000000000014,0
SGNFX,-12.89,36.45,136,24.74,0,27.19,1
SBQUX,19.71,42.96,27,40.95,0,-11.28,0
CWMCX,20.76,46.39,182,30.64,0,-4.790000000000001,0
RPRCX,13.03,30.08,55,26.91,0,-4.380000000000001,0
GMAPX,3.39,37.57,419,7.52,0,-3.160000000000001,0
TLVAX,19.36,41.11,43,43.47,0,-4.010000000000002,0
COHOX,24.31,51.79,29,40.86,0,-5.120000000000001,0
WAMVX,3.53,24.33,91,18.08,0,9.45,1
LMASX,6.79,43.68,92,17.12,0,-5.800000000000002,0
CCMSX,4.69,42.43,40,35.33,0,-9.03,0
STRAX,18.23,51.25,106,19.08,0,-9.83,0
MISCX,-3.49,35.13,267,11.34,0,2.390000000000001,1
JVSCX,15.55,39.25,51,25.77,0,-9.57,0
GACPX,26.32,38.04,41,49.21,0,9.139999999999997,1
CAMOX,15.86,44.66,40,31.14,0,-2.5200000000000005,0
IVORX,20.0,49.91,36,29.95,0,-4.36,0
PNORX,23.76,48.28,68,35.23,0,5.610000000000001,1
CBMAX,11.11,39.59,50,28.61,0,-6.490000000000001,0
WFPAX,14.18,43.31,74,27.55,0,-6.07,0
FACEX,32.95,44.05,52,50.22,0,7.5,1
GCVIX,18.23,42.68,172,18.08,0,-8.610000000000001,0
CWMAX,20.76,46.39,182,30.64,0,-3.2700000000000005,0
FUNCX,35.11,44.99,40,48.13,0,3.9700000000000006,1
CDDRX,28.44,48.58,82,26.47,0,-2.45,0
CRBYX,7.8,34.61,114,15.81,0,3.9,1
WFSAX,-1.7,39.82,128,14.14,1,3.139999999999999,1
HAGCX,8.33,37.08,97,21.92,0,4.889999999999999,1
TQMVX,14.59,49.64,162,18.31,0,-8.8,0
SLADX,17.42,35.13,40,52.64,0,-3.940000000000001,0
WWLAX,19.72,39.85,46,28.91,0,-5.950000000000001,0
ICISX,2.61,43.44,123,13.39,0,-6.400000000000001,0
PEGZX,6.93,37.54,73,20.93,0,8.8,1
NYVRX,16.03,35.06,40,53.73,0,-5.0200000000000005,0
APGYX,31.44,33.09,53,46.37,0,8.629999999999999,1
TVLIX,11.62,46.62,48,30.8,0,-5.61,0
BUISX,-8.63,36.64,79,23.6,0,21.07,1
JHCPX,19.5,38.25,58,43.94,0,12.86,1
VSMVX,0.14,39.26,470,7.68,0,-4.530000000000001,0
DSGCX,0.08,35.24,370,9.3,0,4.629999999999999,1
VSPVX,16.71,47.56,441,18.13,0,-5.330000000000001,0
TGUNX,24.17,45.27,28,59.34,0,7.289999999999999,1
CDIVX,25.35,46.43,78,18.91,0,-7.37,0
COVAX,2.63,43.46,124,13.42,0,-6.880000000000001,0
HMDYX,7.54,40.51,100,19.31,0,3.140000000000001,1
LMREX,11.03,46.84,67,23.72,0,-2.0500000000000007,0
NBGEX,22.34,29.3,104,21.86,0,2.91,1
VFGCX,18.8,31.9,32,47.68,0,3.4000000000000004,1
LMCCX,14.38,44.93,77,18.35,0,-10.24,0
TEGIX,12.72,45.43,61,25.55,0,6.2399999999999975,1
FCVAX,7.21,41.03,98,19.68,0,-6.080000000000001,0
GSLIX,16.01,45.96,85,23.48,0,-6.5600000000000005,0
DHLCX,16.44,45.86,52,31.69,1,-5.91,0
PMPRX,9.74,40.77,717,13.97,0,-6.2200000000000015,0
CHTTX,11.0,36.8,44,35.28,0,-12.49,0
GGQPX,11.29,44.24,91,21.52,0,9.96,1
MSEIX,1.4,33.01,359,14.31,0,7.93,1
JGAVX,18.64,46.29,96,21.31,0,-6.050000000000002,0
MLULX,11.84,41.79,95,20.83,0,-8.440000000000001,0
ECSMX,8.72,32.87,82,22.4,0,-2.500000000000001,0
NDXKX,31.94,41.09,106,52.45,0,12.81,1
HGOIX,16.38,44.18,73,40.21,0,14.5,1
FISUX,7.53,37.96,111,19.7,0,-11.25,0
RESGX,25.41,41.41,84,21.88,0,-3.62,0
MNNCX,27.97,44.85,79,28.49,0,-6.920000000000003,0
PNECX,23.93,48.67,73,31.55,0,-11.62,0
FLCGX,12.3,42.49,85,27.17,0,-12.37,0
EKJAX,14.53,36.22,79,39.37,0,8.7,1
HNASX,21.11,36.03,63,48.89,0,8.169999999999998,1
LRSTX,8.29,41.39,75,20.79,0,-8.5,0
ABSIX,5.08,41.03,101,15.39,0,-9.19,0
UBVTX,2.17,48.95,87,29.14,0,-8.430000000000001,0
IVOCX,20.0,49.91,36,29.95,0,-5.24,0
WFSMX,5.9,40.92,76,21.7,0,-6.5600000000000005,0
LRSSX,8.29,41.39,75,20.79,0,-9.03,0
SVOAX,23.3,45.24,380,22.18,0,-6.370000000000001,0
GGOCX,11.29,44.24,91,21.52,0,6.91,1
EQNSX,25.81,45.21,90,33.97,0,-4.69,0
GEQAX,28.44,48.58,82,26.47,1,-3.120000000000001,0
WFHHX,14.18,43.31,74,27.55,0,-6.58,0
IPETX,7.27,47.03,79,25.56,0,-6.570000000000001,0
FTXNX,-2.92,41.97,53,24.83,0,11.32,1
DFSTX,7.19,36.76,1988,3.97,0,-3.940000000000001,0
FOSCX,6.98,31.28,63,23.81,0,-7.380000000000001,0
NEIMX,22.21,38.57,44,32.62,0,-10.62,0
MSKLX,-15.1,37.12,55,44.11,1,43.75999999999999,1
IWIRX,24.77,36.2,32,37.02,0,2.9999999999999982,1
ATIAX,15.26,59.77,27,59.42,0,-6.280000000000001,0
MIGNX,28.83,42.15,54,42.39,0,7.149999999999999,1
TETIX,7.82,32.86,66,35.83,0,-8.46,0
MDVNX,21.71,48.45,247,23.98,0,-8.950000000000003,0
GQURX,31.06,41.83,3,98.98,0,3.3499999999999983,1
NSCFX,5.69,34.41,58,28.72,0,-9.43,0
PUMYX,8.29,35.34,54,30.51,0,8.929999999999996,1
IYSAX,0.36,41.94,64,29.91,0,-4.960000000000001,0
HDGFX,20.81,46.77,75,29.96,0,-3.21,0
PQMZX,25.11,41.14,235,30.2,0,-11.36,0
JVAYX,12.47,46.38,121,20.16,0,-7.4300000000000015,0
DHLRX,16.44,45.86,52,31.69,0,-3.7600000000000007,0
WLGYX,33.74,41.39,43,50.72,0,7.369999999999997,1
CVACX,22.95,44.66,59,37.18,0,-3.7200000000000006,0
DWOCX,24.91,39.71,53,46.16,0,8.479999999999997,1
GTLIX,25.14,42.32,90,17.9,0,-5.07,0
TRLGX,20.24,36.92,67,48.46,0,9.59,1
SSGFX,33.31,46.92,35,54.8,0,7.18,1
JTUAX,-1.44,40.14,482,8.52,0,-2.420000000000001,0
ARTSX,-6.83,33.12,62,38.44,0,19.46,1
STCZX,31.21,46.27,61,51.14,0,8.02,1
HSMTX,2.79,40.27,63,19.35,0,-5.800000000000002,0
HULIX,30.17,52.58,31,80.9,0,-6.050000000000002,0
VRVIX,13.06,44.71,858,16.57,0,-5.6800000000000015,0
ATHWX,11.91,38.86,82,23.19,0,8.41,1
BADIX,26.43,53.55,77,26.79,0,-6.5600000000000005,0
MAVFX,23.88,47.87,33,44.4,0,-4.2200000000000015,0
FIDFX,16.28,37.42,87,37.19,0,-9.79,0
SZCCX,7.01,42.89,96,24.53,0,-5.36,0
VSORX,5.5,31.18,113,15.2,1,-4.110000000000001,0
